id,question,GT_Value,GT_Ref,GT_Explanation,answer_unit,Quote,Table,Figure,Math,is_NA,ensemble-all-majority_Value,ensemble-all-majority_Ref,ensemble-all-majority_ValCorrect,ensemble-all-majority_RefScore,ensemble-all-majority_NACorrect,ensemble-top3-majority_Value,ensemble-top3-majority_Ref,ensemble-top3-majority_ValCorrect,ensemble-top3-majority_RefScore,ensemble-top3-majority_NACorrect,ensemble-top5-majority_Value,ensemble-top5-majority_Ref,ensemble-top5-majority_ValCorrect,ensemble-top5-majority_RefScore,ensemble-top5-majority_NACorrect,qwen1.5-110b-bench_Value,qwen1.5-110b-bench_Ref,qwen1.5-110b-bench_ValCorrect,qwen1.5-110b-bench_RefScore,qwen1.5-110b-bench_NACorrect,qwen14b-bench_Value,qwen14b-bench_Ref,qwen14b-bench_ValCorrect,qwen14b-bench_RefScore,qwen14b-bench_NACorrect,qwen3-30b-a3b-bench_Value,qwen3-30b-a3b-bench_Ref,qwen3-30b-a3b-bench_ValCorrect,qwen3-30b-a3b-bench_RefScore,qwen3-30b-a3b-bench_NACorrect,qwen3-next-80b-a3b-bench_Value,qwen3-next-80b-a3b-bench_Ref,qwen3-next-80b-a3b-bench_ValCorrect,qwen3-next-80b-a3b-bench_RefScore,qwen3-next-80b-a3b-bench_NACorrect,qwen32b-bench_Value,qwen32b-bench_Ref,qwen32b-bench_ValCorrect,qwen32b-bench_RefScore,qwen32b-bench_NACorrect,qwen72b-bench_Value,qwen72b-bench_Ref,qwen72b-bench_ValCorrect,qwen72b-bench_RefScore,qwen72b-bench_NACorrect,qwen7b-bench_Value,qwen7b-bench_Ref,qwen7b-bench_ValCorrect,qwen7b-bench_RefScore,qwen7b-bench_NACorrect
q020,What is the energy consumption (in MWh) for pre-training the BLOOM model?,520,['luccioni2025c'],Table 1 in the Appendix.,MWh,0,1,0,0,0,520,"[""luccioni2024"", ""luccioni2025c""]",True,0.5,True,520,"[""luccioni2025c""]",True,1.0,True,520,"[""luccioni2024"", ""luccioni2025c""]",True,0.5,True,103.593,"[""luccioni2022""]",False,0.0,True,520,"[""luccioni2024""]",True,0.0,True,51.686,"[""ebert2024"", ""luccioni2024""]",False,0.0,True,520,"[""luccioni2025c""]",True,1.0,True,520,"[""luccioni2025c""]",True,1.0,True,51.686,"[""luccioni2024""]",False,0.0,True,520,"[""luccioni2024""]",True,0.0,True
q021,What percentage of the Switch Transformer's 1500 billion parameters are activated per token?,0.1,['patterson2021'],Quote,percent,1,0,0,0,0,0.1,"[""patterson2021"", ""wu2021a""]",True,0.5,True,0.1,"[""patterson2021""]",True,1.0,True,0.1,"[""patterson2021"", ""wu2021a""]",True,0.5,True,0.1,"[""patterson2021""]",True,1.0,True,0.1,"[""wu2021a"", ""patterson2021""]",True,0.5,True,0.1,"[""patterson2021""]",True,1.0,True,0.1,"[""patterson2021""]",True,1.0,True,0.1,"[""patterson2021""]",True,1.0,True,0.1,"[""patterson2021""]",True,1.0,True,0.1,"[""wu2021a""]",True,0.0,True
q022,The JetMoE-8B architecture is a Mixture-of-Experts (MoE) model. How many experts are included in each MoE layer?,8,['shen2024'],Table 1,experts,0,1,0,0,0,8,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",True,1.0,True,8,"[""shen2024""]",True,1.0,True,2000000000,"[""shen2024""]",False,1.0,True
q023,"What is the total execution time, in seconds, of a dense BlackMamba model with a batch size of 30 fine-tuned with a NVIDIA A40-48 GB GPU?",1,['xia2024'],Figure,second,0,0,1,0,0,1.5,"[""xia2024""]",False,1.0,True,1.5,"[""xia2024""]",False,1.0,True,1.5,"[""xia2024""]",False,1.0,True,is_blank,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,2.0,"[""xia2024""]",False,1.0,True,is_blank,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,1.5,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True
q024,"According to a cost estimation, how many zettaFLOPs were required to train the English portion of the FLM-101B model?",28.22,['li2025a'],Quote and Table 4,zettaFLOPs,1,1,0,0,0,28.22,"[""li2025a""]",True,1.0,True,28.22,"[""li2025a""]",True,1.0,True,28.22,"[""li2025a""]",True,1.0,True,28.22,"[""li2025a""]",True,1.0,True,28.22,"[""li2025a""]",True,1.0,True,28.22,"[""li2025a""]",True,1.0,True,28.22,"[""li2025a""]",True,1.0,True,28.22,"[""li2025a""]",True,1.0,True,28.22,"[""li2025a""]",True,1.0,True,28.22,"[""li2025a""]",True,1.0,True
q025,Which hardware processor was reported for the experimental setup of energy-efficient local inference in financial sentiment classification?,Intel Core i7-1165G7,['khan2025'],Quote,is_blank,1,0,0,0,0,11th Gen Intel(R) Core(TM) i7-1165G7,"[""khan2025""]",False,1.0,True,11th Gen Intel(R) Core(TM) i7-1165G7,"[""khan2025""]",False,1.0,True,11th Gen Intel(R) Core(TM) i7-1165G7,"[""khan2025""]",False,1.0,True,,[],False,0.0,True,Intel(R) Core(TM) i7-1165G7,"[""khan2025""]",False,1.0,True,11th Gen Intel(R) Core(TM) i7-1165G7,"[""khan2025""]",False,1.0,True,11th Gen Intel(R) Core(TM) i7-1165G7 processor,"[""khan2025""]",False,1.0,True,11th Gen Intel(R) Core(TM) i7-1165G7,"[""khan2025""]",False,1.0,True,11th Gen Intel(R) Core(TM) i7-1165G7,"[""khan2025""]",False,1.0,True,Intel(R) Core(TM) i7-1165G7,"[""khan2025""]",False,1.0,True
q026,How many different machine learning models were sampled and analyzed for the 'Power Hungry Processing' (2024) study on AI deployment costs?,88,['luccioni2024'],Quote,models,1,0,0,0,0,88,"[""luccioni2024"", ""zschache2025""]",True,0.5,True,88,"[""luccioni2024""]",True,1.0,True,88,"[""luccioni2024"", ""zschache2025""]",True,0.5,True,88,"[""luccioni2024""]",True,1.0,True,88,"[""luccioni2024""]",True,1.0,True,88,"[""luccioni2024"", ""zschache2025""]",True,0.5,True,88,"[""luccioni2024""]",True,1.0,True,88,"[""luccioni2024""]",True,1.0,True,88,"[""luccioni2024""]",True,1.0,True,18,"[""luccioni2024""]",False,1.0,True
q027,By what factor does the overall carbon footprint decrease if GPU utilization is increased to 80% for Language Model (LM) training?,3,['wu2021a'],"Figure, Quote",multiplier,1,0,1,0,0,3,"[""wu2021a""]",True,1.0,True,3,"[""wu2021a""]",True,1.0,True,3,"[""wu2021a""]",True,1.0,True,3,"[""wu2021a""]",True,1.0,True,3,"[""wu2021a""]",True,1.0,True,3,"[""wu2021a""]",True,1.0,True,3,"[""wu2021a""]",True,1.0,True,3,"[""wu2021a""]",True,1.0,True,3,"[""wu2021a""]",True,1.0,True,3,"[""wu2021a""]",True,1.0,True
q028,Cottier et al. (2025) find that the total compute for model development is how many times larger than the compute for the final training run alone?,"[1.2,4]",['cottier2024'],Quote,multiplier,1,0,0,0,0,"[1.2, 4]","[""cottier2024""]",True,1.0,True,"[1.2,4]","[""cottier2024""]",True,1.0,True,"[1.2,4]","[""cottier2024""]",True,1.0,True,"[1.2, 4]","[""cottier2024""]",True,1.0,True,"[1.2,4]","[""cottier2024""]",True,1.0,True,"[1.2, 4]","[""cottier2024""]",True,1.0,True,"[1.2, 4]","[""cottier2024""]",True,1.0,True,"[1.2,4]","[""cottier2024""]",True,1.0,True,"[1.2,4]","[""cottier2024""]",True,1.0,True,"[1.2, 4]","[""cottier2024""]",True,1.0,True
q029,What is the estimated total energy consumption (in MWh) for a full training run of a 6.1 billion parameter transformer model?,103.5,['dodge2022'],Quote,MWh,1,0,0,0,0,103.5,"[""dodge2022""]",True,1.0,True,103.5,"[""dodge2022""]",True,1.0,True,103.5,"[""dodge2022""]",True,1.0,True,103.593,"[""dodge2022""]",True,1.0,True,103.5,"[""dodge2022""]",True,1.0,True,103.5,"[""dodge2022""]",True,1.0,True,103.5,"[""dodge2022""]",True,1.0,True,103.5,"[""dodge2022""]",True,1.0,True,103.5,"[""dodge2022""]",True,1.0,True,103.5,"[""dodge2022""]",True,1.0,True
q030,The central argument of one 2025 paper is that technical efficiency gains in AI may not lead to net environmental benefits due to what economic principle?,Jevons' Paradox,['luccioni2025a'],Quote,is_blank,1,0,0,0,0,Jevons' Paradox,"[""luccioni2025a""]",True,1.0,True,Jevons’ Paradox,"[""luccioni2025a""]",False,1.0,True,Jevons’ Paradox,"[""luccioni2025a""]",False,1.0,True,Jevons' Paradox,"[""luccioni2025a""]",True,1.0,True,Jevons' Paradox,"[""luccioni2025a""]",True,1.0,True,Jevons’ Paradox,"[""luccioni2025a""]",False,1.0,True,Jevons’ Paradox,"[""luccioni2025a""]",False,1.0,True,Jevons' Paradox,"[""luccioni2025a""]",True,1.0,True,is_blank,"[""luccioni2025a""]",False,1.0,True,Jevons' Paradox,"[""luccioni2025a""]",True,1.0,True
q031,"By 2027, the global AI demand is projected to account for how many billion cubic meters of water withdrawal?","[4.2,6.6]",['li2025b'],Quote,billion cubic meters,1,0,0,0,0,"[4.2, 6.6]","[""li2025b""]",True,1.0,True,"[4.2, 6.6]","[""li2025b""]",True,1.0,True,"[4.2,6.6]","[""li2025b""]",True,1.0,True,"[4.2, 6.6]","[""li2025b""]",True,1.0,True,"[4.2,6.6]","[""li2025b""]",True,1.0,True,"[4.2,6.6]","[""li2025b""]",True,1.0,True,"[4.2, 6.6]","[""li2025b""]",True,1.0,True,"[4.2,6.6]","[""li2025b""]",True,1.0,True,"[4.2, 6.6]","[""li2025b""]",True,1.0,True,"[4.2, 6.6]","[""li2025b""]",True,1.0,True
q032,"True or False: As researchers have determined the well-known diminishing returns of increased cost of AI research, Red AI is on the decline.",0,['schwartz2019'],Quote,is_blank,1,0,0,0,0,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True
q033,"Using a growth strategy, what was the total wall-clock time required to train the FLM-101B model?",21.54,['li2025a'],Quote,days,1,0,0,0,0,21.54,"[""li2025a""]",True,1.0,True,21.54,"[""li2025a""]",True,1.0,True,21.54,"[""li2025a""]",True,1.0,True,21.54,"[""li2025a""]",True,1.0,True,21.54,"[""li2025a""]",True,1.0,True,21.54,"[""li2025a""]",True,1.0,True,21.54,"[""li2025a""]",True,1.0,True,21.54,"[""li2025a""]",True,1.0,True,21.54,"[""li2025a""]",True,1.0,True,21.54,"[""li2025a""]",True,1.0,True
q034,"True or False: At Facebook, a majority of model experimentation workflows utilize GPUs at over 80% capacity.",0,['wu2021a'],"Figure, Quote",is_blank,1,0,1,0,0,0,"[""wu2021a""]",True,1.0,True,0,"[""wu2021a""]",True,1.0,True,0,"[""wu2021a""]",True,1.0,True,,[],False,0.0,True,is_blank,"[""wu2021a""]",False,1.0,True,0,"[""wu2021a""]",True,1.0,True,0,"[""wu2021a""]",True,1.0,True,0,"[""wu2021a""]",True,1.0,True,0,"[""wu2021a""]",True,1.0,True,0,"[""wu2021a""]",True,1.0,True
q035,How much electricity (in MWh) is the training of GPT-3 estimated to have consumed?,1287,['jegham2025'],Quote,MWh,1,0,0,0,0,1287,"[""jegham2025"", ""li2025b""]",True,0.5,True,1287,"[""jegham2025"", ""li2025b""]",True,0.5,True,1287,"[""jegham2025"", ""li2025b""]",True,0.5,True,1287,"[""li2025b""]",True,0.0,True,1287,"[""li2025b""]",True,0.0,True,1287,"[""li2025b"", ""jegham2025""]",True,0.5,True,1287,"[""li2025b"", ""jegham2025""]",True,0.5,True,1287,"[""li2025b""]",True,0.0,True,1287,"[""li2025b""]",True,0.0,True,1287,"[""li2025b""]",True,0.0,True
q036,What is the name of the collaborative project that aims to create a standardized method for comparing the inference efficiency of various AI models?,AI Energy Score,['luccioni2025c'],Quote,is_blank,1,0,0,0,0,AI Energy Score,"[""luccioni2025c""]",True,1.0,True,AI Energy Score,"[""luccioni2025c""]",True,1.0,True,AI Energy Score,"[""luccioni2025c""]",True,1.0,True,ML.ENERGY Benchmark,"[""chung2025""]",False,0.0,True,AI Energy Score,"[""luccioni2025c""]",True,1.0,True,AI Energy Score,"[""luccioni2025c""]",True,1.0,True,AI Energy Score,"[""luccioni2025c""]",True,1.0,True,AI Energy Score,"[""luccioni2025c""]",True,1.0,True,AI Energy Score,"[""luccioni2025c""]",True,1.0,True,AI Energy Score,"[""luccioni2025c""]",True,1.0,True
q037,"For a dense BlackMamba model with a batch size of 30 fine-tuned with a NVIDIA A40-48 GB GPU, what was the execution time, in microseconds, for the longest kernel of the MoE layer?",1000,['xia2024'],Figure,microseconds,0,0,1,0,0,2000,"[""xia2024""]",False,1.0,True,2000,"[""xia2024""]",False,1.0,True,2000,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,2000,"[""xia2024""]",False,1.0,True,2000,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,1600,"[""xia2024""]",False,1.0,True,1600,"[""x""]",False,0.0,True
q038,"In each layer of the JetMoE-8B model, how many experts are selected for activation (top-k) for a given token?",2,['shen2024'],Table 1,experts,0,1,0,0,0,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True,2,"[""shen2024""]",True,1.0,True
q039,"True or False: deep learning models are increasingly large and computationally-intensive, with a 200,000x increase in the amount of compute used to train them over a six-year span (2012 -2018).",0,['schwartz2019'],Quote,is_blank,1,0,0,0,0,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,True,"[""cottier2024"", ""schwartz2019""]",False,0.5,True,0,"[""schwartz2019""]",True,1.0,True,1,"[""schwartz2019""]",False,1.0,True,0,"[""schwartz2019""]",True,1.0,True,0,"[""schwartz2019""]",True,1.0,True,1,"[""schwartz2019""]",False,1.0,True,300000,"[""schwartz2019""]",False,1.0,True
q040,What was the reported drop in global carbon emissions in 2020 during the COVID-19 pandemic?,6.4,['wu2021b'],Quote,percent,1,0,0,0,0,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True,6.4,"[""wu2021b""]",True,1.0,True
